Player,Tm,Pos,Type,Class,Details
Austin Seferian-Jenkins,JAX,TE,Abdominal,I-R,Seferian-Jenkins has landed on injured reserve due to a core-muscle injury. He can be designated for return against the Redskins on Sunday.
Marcell Dareus,JAX,DT,Illness,questionable,Dareus exited the previous game due to an illness and it is uncertain if he will line up against the Redskins on Sunday.
Marqise Lee,JAX,WR,Knee,I-R,Lee has landed on injured reserve due to ligament damage in his knee.
Step Durham,KAN,DB,Undisclosed,I-R,Durham has reverted to the injured reserve list with an unspecified injury after clearing waivers.
Tejan Koroma,KAN,OL,Knee,I-R,Koroma is on injured reserve with an unspecified injury.
J.D. Moore,KAN,RB,Undisclosed,I-R,Moore is on injured reserve with an unspecified injury.
Dillon Gordon,KAN,OL,Shoulder,I-R,Gordon is on injured reserve with a shoulder injury.
Byron Pringle,KAN,WR,Hamstring,I-R,Pringle sustained a hamstring injury and is on the injured reserve list.
Terrance Smith,KAN,LB,Knee,I-R,Smith has been placed on injured reserve due to a torn ACL in his right knee.
Jordan Devey,KAN,OL,Pectoral,I-R,Devey has a pectoral injury and has been placed on injured reserve.
De'Anthony Thomas,KAN,WR,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
Alex Ellis,KAN,TE,Undisclosed,I-R,Ellis is on injured reserve due to an unspecified ailment.
Cameron Erving,KAN,OL,Knee,doubtful,Erving left the last game with a knee injury and is unlikely to face the Chargers on Thursday.
Spencer Ware,KAN,RB,Hamstring,doubtful,Ware exited the last game after tweaking his hamstring and is also dealing with a shoulder injury. It is unlikely he will take part in Thursday's clash against the Chargers.
Tyreek Hill,KAN,WR,Foot,probable,Hill suffered a foot injury during the last game but will likely be in the lineup Thursday against the Chargers.
Eric Berry,KAN,DB,Achilles,probable,Berry is sidelined with a bone spur that digs into the Achilles but will likely make his season debut against the Chargers on Thursday.
Laurent Duvernay-Tardif,KAN,OL,Shin,I-R,Duvernay-Tardif is on the injured reserve list due to a broken fibula a Maisonneuve fracture in his leg. It is uncertain if he will return to the lineup against the Chargers on Thursday.
Sammy Watkins,KAN,WR,Foot,out,Watkins is sidelined with a foot injury and is expected to be held out of action for four-to-six weeks.
Armani Watts,KAN,DB,Groin,I-R,Watts has been designated for the injured reserve list due to a groin injury and it is unclear if he will be activated in time for Thursday's matchup against the Chargers.
William Hayes,MIA,DE,Knee,I-R,Hayes is on the injured reserve list due to a torn ACL.
Josh Sitton,MIA,G,Shoulder,I-R,Sitton has a torn rotator cuff and has been placed on the injured reserve list.
MarQueis Gray,MIA,TE,Achilles,I-R,Gray has landed on the injured reserve list with a torn Achilles.
Vincent Taylor,MIA,DT,Foot,I-R,Taylor has been placed on injured reserve due to a substantial foot injury.
Albert Wilson,MIA,WR,Hip,I-R,Wilson has landed on injured reserve with a hip injury.
Chase Allen,MIA,LB,Foot,I-R,Allen has been placed on injured reserve with a foot injury.
Luke Falk,MIA,QB,Wrist,I-R,Falk has landed on injured reserve nursing a wrist injury and is expected to miss the remainder of the 2018 season.
Daniel Kilgore,MIA,C,Arm,I-R,Kilgore has landed on injured reserve with a torn triceps muscle.
Jakeem Grant,MIA,WR,Achilles,I-R,Grant has landed on injured reserve with an Achilles injury.
Cordrea Tankersley,MIA,CB,Knee,I-R,Tankersley has been placed on injured reserve with a torn ACL.
Danny Amendola,MIA,WR,Knee,probable,Amendola has a knee injury but is projected to play Sunday against the Vikings.
Xavien Howard,MIA,CB,Knee,doubtful,Howard missed the last game with a knee injury and it is unlikely he will be able to suit up against the Vikings on Sunday.
T.J. McDonald,MIA,S,Ankle,questionable,McDonald is hobbled by an ankle injury and it has yet to be established if he will take part in Sunday's game against the Vikings.
Ja'Wuan James,MIA,T,Quadricep,questionable,James is battling an injured quadriceps and it is undetermined if it will prevent him from playing against the Vikings on Sunday.
Kenyan Drake,MIA,RB,Shoulder,probable,Drake is likely to suit up against the Vikings on Sunday despite a shoulder injury.
Jake Brendel,MIA,C,Calf,I-R,Brendel has been placed on the injured reserve list due to a knee injury.
DeVante Parker,MIA,WR,Shoulder,questionable,Parker is dealing with a shoulder injury and it is uncertain if he will be available against the Vikings on Sunday.
Laremy Tunsil,MIA,T,Knee,questionable,Tunsil is hampered by a knee injury and it is unknown if it will hinder his availability against the Vikings on Sunday.
Cornell Armstrong,MIA,CB,Ankle,questionable,Armstrong is nursing an ankle injury and it is uncertain if he will be available Sunday against the Vikings.
Ryan Tannehill,MIA,QB,Ankle,probable,Tannehill injured his ankle in the last game but is likely to play against the Vikings on Sunday.
A.J. Derby,MIA,TE,Foot,I-R,Derby has landed on injured reserve with injuries to his foot and knee.
Aviante Collins,MIN,T,Elbow,I-R,Collins is on the injured reserve list due to a right elbow injury.
Jabari Price,MIN,TE,Knee,I-R,Price is on the injured reserve list with a knee injury.
Johnny Stanton,MIN,FB,Leg,I-R,Stanton has landed on the injured reserve list with a leg injury.
Mike Hughes,MIN,CB,Knee,I-R,Hughes is on injured reserve with a torn ACL in his left knee.
Andrew Sendejo,MIN,S,Groin,I-R,Sendejo is on injured reserve with a groin injury.
Hercules Mata'afa,MIN,DE,Knee,I-R,Mata'afa is on the injured reserve list due to a torn ACL.
Trae Waynes,MIN,CB,Concussion,probable,Waynes sat out the previous game with a concussion but is expected to be cleared in time for Sunday's clash against the Dolphins.
Eric Kendricks,MIN,LB,Ribs,questionable,Kendricks has injured ribs and it is unclear if he will play Sunday against the Dolphins.
Sheldon Richardson,MIN,DT,Hip,questionable,Richardson was lifted from the previous game due to a hip injury and his availability for Sunday's matchup against the Dolphins is up in the air.
Brian O'Neill,MIN,T,Ankle,questionable,O'Neill was removed from the last game due to a left ankle injury and it is undetermined if he will be in the lineup against the Dolphins on Sunday.
David Morgan,MIN,TE,Knee,questionable,Morgan has been held out of the past four games with a knee injury and it is unclear if he will return against the Dolphins on Sunday.
Chad Beebe,MIN,WR,Hamstring,questionable,Beebe missed his third-straight game due to a hamstring injury and it is unknown if he will return to the lineup Sunday against the Dolphins.
Adam Thielen,MIN,WR,Ankle,probable,Thielen departed the previous game due to a right ankle injury but it is not expected to impede his status for Sunday's tilt against the Dolphins.
Ade Aruna,MIN,DE,Knee,I-R,Aruna has landed on injured reserve due to a torn ACL in his right knee.
Nick Easton,MIN,G,Neck,I-R,Easton is on the injured reserve list while recovering from surgery to repair a herniated disc in his neck.
Patrick Robinson,NOR,CB,Ankle,I-R,Robinson is on the injured reserve list with a broken left ankle and torn ligaments.
Daniel Lasco,NOR,RB,Neck,I-R,"Lasco is on the PUP list with a bulging disc in his neck. Although he will be forced to sit out six weeks, he is likely to miss the entire season."
Rickey Jefferson,NOR,DB,Knee,I-R,Jefferson is on injured reserve with a knee injury.
Travin Dural,NOR,WR,Arm,I-R,Dural is on injured reserve after having surgery to repair a broken humerus.
Michael Hoomanawanui,NOR,TE,Neck,I-R,Hoomanawanui is on the injured reserve list due to a neck injury.
Josh LeRibeus,NOR,G,Ankle,I-R,LeRibeus has been designated for the injured reserve list with an ankle injury.
Jay Bromley,NOR,DT,Bicep,I-R,Bromley is on injured reserve due to a torn biceps.
Mitchell Loewen,NOR,DL,Neck,out,Loewen is sidelined due to a neck injury and there is no timetable for return.
Dez Bryant,NOR,WR,Achilles,I-R,Bryant suffered a torn Achilles and is on the injured reserve list.
Cameron Meredith,NOR,WR,Knee,I-R,Meredith is on the injured reserve list recovering from arthroscopic left knee surgery.
Trey Hendrickson,NOR,DE,Chest,questionable,Hendrickson has missed the past three games with a chest injury and it is unknown if he will face the Panthers on Monday.
Michael Ola,NOR,T,Ankle,I-R,Olas is on the injured reserve list due to a high-ankle sprain.
Ted Ginn,NOR,WR,Knee,I-R,Ginn Jr. has been placed on injured reserve due to a knee injury and it is undetermined if he will be activated in time for Monday's contest against the Panthers.
Terron Armstead,NOR,T,Pectoral,questionable,Armstead has been out of game action due to an injury to his pectoral muscle. It is unknown if he will suit up against the Panthers for Monday's matchup.
Ulrick John,NWE,OL,Foot,I-R,John has been placed on injured reserve while he is recovering from foot surgery to repair a torn tendon.
Darren Andrews,NWE,WR,Knee,I-R,Andrews reverted back to the injured reserve Non-Football Injury list with a season-ending torn ACL.
Jeremy Hill,NWE,RB,Knee,I-R,Hill has been placed on the injured reserve list as he suffered a torn ACL in his knee.
Ryan Izzo,NWE,TE,Ankle,I-R,Izzo has landed on injured reserve with an ankle injury.
Braxton Berrios,NWE,WR,Undisclosed,I-R,Berrios has landed on injured reserve with an unspecified ailment.
Isaiah Wynn,NWE,OL,Achilles,I-R,Wynn suffered a torn Achilles and is on the injured reserve list.
Christian Sam,NWE,LB,Undisclosed,I-R,Sam has been designated for the injured reserve list with an unspecified injury.
Eric Rowe,NWE,DB,Groin,I-R,Rowe has been placed on the injured reserve list due to a groin injury.
Ja'Whaun Bentley,NWE,LB,Arm,I-R,Bentley has been placed on the injured reserve list with a right arm injury.
Brian Schwenke,NWE,OL,Foot,I-R,Schwenke has been placed on injured reserve due to a foot injury.
Stephon Gilmore,NWE,CB,Ankle,questionable,Gilmore has an ankle injury and it is unclear if he will play Sunday against the Steelers.
Duke Dawson,NWE,DB,Hamstring,questionable,Dawson has been activated from the Injured Reserve/Designated for Return list as he has recovered from a hamstring injury but it is unknown if he will return against the Steelers on Sunday.
Dwayne Allen,NWE,TE,Lower Body,questionable,Allen has missed the past four games due to a lower-body injury and it is unclear if he will be active for Sunday's matchup against the Steelers.
Jon Halapio,NYG,OL,Ankle,I-R,Halapio is on injured reserve due to fractures to his lower leg and ankle.
Jordan Williams,NYG,LB,Hip,I-R,Williams is on injured reserve due to a hip injury.
Paul Perkins,NYG,RB,Pectoral,I-R,Perkins is on the IR/Non-Football Injury list with a torn pectoral.
Quadree Henderson,NYG,WR,Shoulder,I-R,Henderson has landed on injured reserve due to a fractured shoulder.
Curtis Riley,NYG,CB,Wrist,probable,Riley injured his wrist in the previous contest but is expected to play in Sunday's game against the Titans.
Nick Gates,NYG,G,Foot,I-R,Gates has landed on injured reserve due to a foot issue and it is unknown if he will be activated in time for Sunday's game against the Titans.
Cody Latimer,NYG,WR,Hamstring,I-R,Latimer is on the Injured Reserve/Designated for Return list with a hamstring injury and it is unknown if he will return against the Titans on Sunday.
Rhett Ellison,NYG,TE,Ankle,questionable,Ellison hurt his ankle in the previous contest and his status is uncertain for Sunday's game against the Titans.
Odell Beckham,NYG,WR,Quadricep,questionable,Beckham missed the last game dealing with a quad injury leaving his status for Sunday's contest against the Titans up in the air.
Jonathan Stewart,NYG,RB,Foot,I-R,Stewart is on injured reserve with a foot injury.
Landon Collins,NYG,S,Shoulder,I-R,Collins has landed on injured reserve with a torn labrum in his shoulder.
Sam Beal,NYG,CB,Shoulder,I-R,Beal is on injured reserve with a dislocated shoulder.
Kristjan Sokoli,NYG,DT,Knee,I-R,Sokoli has been placed on the injured reserve list with a knee injury.
Bilal Powell,NYJ,RB,Neck,I-R,Powell has landed on the injured reserve list due to a neck injury.
Doug Middleton,NYJ,S,Pectoral,I-R,Middleton has been placed on injured reserve due to a torn pectoral muscle.
James Carpenter,NYJ,G,Shoulder,I-R,Carpenter has been placed on injured reserve with a shoulder injury.
Neal Sterling,NYJ,TE,Concussion,I-R,Sterling has landed on the injured reserve list due to concussion.
Kacy Rodgers,NYJ,S,Illness,out,Rodgers is sidelined due to an illness and there is no timetable for return.
Trumaine Johnson,NYJ,CB,Foot,questionable,Johnson is dealing with a foot injury and his status for Saturday's tilt against the Texans is up in the air.
Jeremiah Attaochu,NYJ,LB,Concussion,out,Attaochu has a concussion and will not be cleared in time for Saturday's game against the Texans.
Elijah McGuire,NYJ,RB,Ankle,probable,McGuire has an ankle injury but is expected to play Saturday against the Texans.
Quincy Enunwa,NYJ,WR,Ankle,out,Enunwa was removed from the last game with an ankle injury and will not suit up for Saturday's game against the Texans.
Isaiah Crowell,NYJ,RB,Foot,out,Crowell was lifted from the last game due to a left foot injury and will not participate in Saturday's matchup with the Texans.
Trenton Cannon,NYJ,RB,Hamstring,questionable,Cannon has a hamstring injury and his status for Saturday's contest against the Texans is clouded.
Kevin Pierre-Louis,NYJ,LB,Shoulder,questionable,Pierre-Louis is tending to a shoulder injury and it is uncertain if it will hinder his availability against the Texans on Saturday.
Sam Darnold,NYJ,QB,Foot,probable,Darnold is expected to be available against the Texans on Saturday despite a foot injury.
Jordan Jenkins,NYJ,LB,Ankle,questionable,Jenkins suffered an ankle injury in the last game and his status is unclear for Saturday's matchup with the Texans.
Josh Martin,NYJ,LB,Concussion,I-R,Martin has been placed on the IR/Designated for Return list after healing from a concussion and it is uncertain if he will return for Saturday's game against the Texans.
Marcus Maye,NYJ,S,Shoulder,I-R,Maye is on injured reserve with injuries to his shoulder and thumb.
Ben Ijalana,NYJ,T,Shoulder,I-R,Ijalana has landed on the injured reserve list with a shoulder injury.
Delanie Walker,TEN,TE,Ankle,I-R,Walker has landed on injured reserve as he suffered a fracture and ligament damage to his right ankle.
Austin Barnard,TEN,K,Knee,I-R,Barnard has been sent to the injured reserve list due to a knee injury.
Joshua Kalu,TEN,CB,Hamstring,questionable,Kalu is hampered by a hamstring injury and it is uncertain if he will be in Sunday's lineup against the Giants.
Brian Orakpo,TEN,LB,Elbow,questionable,Orakpo was lifted from the previous game due to left elbow injury and his status for Sunday's clash against the Giants is up in the air.
Cole Wick,TEN,TE,Shoulder,questionable,Wick is dealing with a shoulder injury and it is unknown if he will be available against the Giants on Sunday.
Taylor Lewan,TEN,T,Shoulder,questionable,Lewan has a shoulder injury and it is unclear if he will play Sunday against the Giants.
Dane Cruikshank,TEN,DB,Knee,questionable,Cruikshank has been held out of the last three games with a knee injury and it is unknown if he will return to action against the Giants on Sunday.
Jonnu Smith,TEN,TE,Knee,I-R,Smith has an MCL injury and is on the injured reserve list.
Kevin Pamphile,TEN,G,Tricep,I-R,Pamphile is on injured reserve due to a triceps injury and it is unknown if he will be activated in time for Sunday's contest against the Giants.
Jack Conklin,TEN,T,Knee,I-R,Conklin suffered a knee injury and is on the injured reserve list.
Tajae Sharpe,TEN,WR,Ankle,questionable,Sharpe departed the previous game due to an ankle injury and it is undetermined if he will line up Sunday against the Giants.
David Fluellen,TEN,RB,Knee,questionable,Fluellen has sat out the past four games due to a knee injury and it is unclear if he will return Sunday against the Giants.
Tye Smith,TEN,CB,Arm,I-R,Smith has landed on the injured reserve with an upper-right arm injury.
Johnathan Cyprien,TEN,S,Knee,I-R,Cyprien is on injured reserve with a torn ACL.
Nate Palmer,TEN,LB,Leg,I-R,Palmer is on injured reserve with a left leg injury.
Elie Bouka,PHI,CB,Undisclosed,I-R,Bouka is on injured reserve with an unspecified injury
Rodney McLeod,PHI,S,Knee,I-R,McLeod is on injured reserve after having surgery to repair a torn ACL.
Derek Barnett,PHI,DE,Shoulder,I-R,Barnett has been placed on injured reserve with a torn rotator cuff in his shoulder.
Jay Ajayi,PHI,RB,Knee,I-R,Ajayi has landed on the injured reserve list due to a torn ACL in his left knee.
Ronald Darby,PHI,CB,Knee,I-R,Darby is on injured reserve with a torn right ACL.
Joshua Perkins,PHI,TE,Knee,I-R,Perkins has been placed on the injured reserve with a knee injury.
Mack Hollins,PHI,WR,Groin,I-R,Hollins is on the injured reserve list with a groin injury.
Paul Worrilow,PHI,LB,Knee,I-R,Worrilow is on the injured reserve list after sustaining an offseason torn ACL.
Shelton Gibson,PHI,WR,Wrist,questionable,Gibson is tending to a wrist injury and it is unknown if he will be in Sunday's lineup against the Rams.
Carson Wentz,PHI,QB,Back,doubtful,Wentz is suffering from a fractured vertebra in his back and is unlikely to play against the Rams on Sunday.
Michael Bennett,PHI,DE,Foot,questionable,Bennett has a foot injury and it is unclear if he will play Sunday against the Rams.
Corey Clement,PHI,RB,Knee,I-R,Clement has been placed on the injured reserve list due to a right knee sprain.
Josh Sweat,PHI,DE,Ankle,I-R,Sweat was been designated for the injured reserve list due to an ankle injury.
Avonte Maddox,PHI,CB,Knee,questionable,Maddox missed his third-straight game due to a knee injury and it is unknown if he will return to action against the Rams on Sunday.
Timmy Jernigan,PHI,DT,Back,questionable,Jernigan sat out the last game due to back spasms and it is uncertain if he will be a participant on Sunday against the Rams.
Jordan Hicks,PHI,LB,Calf,questionable,Hicks has missed the past three games due to a calf injury and it is unclear if he will return Sunday against the Rams.
Isaac Seumalo,PHI,OL,Pectoral,questionable,Seumalo was lifted from the previous game due to an injured pectoral muscle and his status for Sunday's contest against the Rams is in question.
Sidney Jones,PHI,CB,Hamstring,questionable,Jones exited the previous game due to a hamstring injury and it has yet to be established if it will prevent him from playing against the Rams on Sunday.
Mike Wallace,PHI,WR,Shin,I-R,Wallace is on the injured reserve list recovering from surgery to repair a fractured fibula. He is aiming to return at some point in December.
Chris Maragos,PHI,S,Knee,I-R,Maragos has been placed on the active PUP list while recuperating from an injured PCL.
Jalen Mills,PHI,CB,Foot,I-R,Mills is on the injured reserve due to a foot injury.
Joe Cheek,PIT,T,Foot,I-R,Cheek is on injured reserve with a foot injury.
Keith Kelsey,PIT,LB,Pectoral,I-R,Kelsey has been placed on the injured reserve list due to a pectoral injury.
Markus Golden,PIT,DE,Knee,I-R,Golden has landed on injured reserve due to a knee injury.
Trey Johnson,PIT,DB,Shoulder,I-R,Johnson is on the injured reserve with a shoulder injury.
Ryan Shazier,PIT,LB,Back,I-R,Shazier is on the PUP list as he had spinal stabilization surgery and is expected to miss the entire season.
Le'Veon Bell,PIT,RB,Holdout,out,Bell will sit out the remainder of the season as he did not report to the team by a league imposed deadline after holding out for a new contract.
Jake McGee,PIT,TE,Achilles,I-R,McGee has landed on injured reserve due to a torn Achilles.
Sean Davis,PIT,S,Knee,questionable,Davis has a knee injury and it is unclear if he will play Sunday against the Patriots.
Anthony Chickillo,PIT,LB,Ankle,questionable,Chickillo is dealing with an ankle injury and it is unknown if he will suit up against the Patriots on Sunday.
Nat Berhe,PIT,S,Pectoral,I-R,Berhe is on injured reserve due to an injury to his pectoral muscle. It is unknown if he will be designated for return against the Patriots on Sunday.
Eli Rogers,PIT,WR,Suspension,I-R,Rogers is on the active PUP list while recovering from a torn ACL and has also been suspended one game for violating the league's substance abuse policy upon his return. His status against the Patriots on Sunday has yet to be established.
James Conner,PIT,RB,Ankle,questionable,Connersat out the last game with a high-ankle sprain and his status for Sunday's contest against the Patriots is up in the air.
Ben Roethlisberger,PIT,QB,Ribs,probable,Roethlisberger is dealing with injured ribs but is expected to suit up against the Patriots on Sunday.
Marcus Gilbert,PIT,T,Knee,out,Gilbert is sidelined with a knee injury and there is no timetable for recovery.
Justin Hunter,PIT,WR,Shoulder,I-R,Hunter is on injured reserve with a shoulder injury.
Jerald Hawkins,PIT,T,Quadricep,I-R,Hawkins is on the injured reserve list due to offseason surgery to repair a torn quadriceps.
Chris Warren,OAK,RB,Knee,I-R,Warren III had surgery to repair a knee injury and is on injured reserve.
Andrew DePaola,OAK,LS,Knee,I-R,DePaola is on injured reserve with a torn ACL.
Dexter McDonald,OAK,CB,Ankle,I-R,McDonald is on the injured reserve list due to an ankle injury.
Tevin Mitchel,OAK,S,Undisclosed,I-R,Mitchel has landed on injured reserve with an unlisted ailment.
Eddy Pineiro,OAK,K,Groin,I-R,Pineiro has been placed on the injured reserve list with a groin injury.
Leon Hall,OAK,CB,Back,I-R,Hall has been placed on the injured reserve with a back injury.
Jacquies Smith,OAK,DE,Achilles,I-R,Smith has been placed on the injured reserve list due to a torn Achilles tendon.
Brandon LaFell,OAK,WR,Achilles,I-R,LaFell is on injured reserve due to a torn left Achilles tendon.
Eddie Vanderdoes,OAK,DT,Knee,I-R,Vanderdoes has been placed on the active PUP list as he recovers from a torn ACL in his left knee.
T.J. Clemmings,OAK,T,Knee,I-R,Clemmings has landed on injured reserve with a knee injury.
Dwayne Harris,OAK,WR,Foot,questionable,Harris has a foot injury and it is unclear if he will play Sunday against the Bengals.
Daryl Worley,OAK,CB,Shoulder,questionable,Worley is dealing with a shoulder injury and it is undetermined if he will suit up Sunday against the Bengals.
Rodney Hudson,OAK,C,Ankle,probable,Hudson is projected to be in Sunday's lineup against the Bengals despite injuries to his ankle and knee.
Keith Smith,OAK,FB,Calf,questionable,Smith is nursing a calf injury and it is uncertain if he will be available against the Bengals on Sunday.
Kelechi Osemele,OAK,G,Toe,questionable,Osemele missed the last game with a toe injury and his status for Sunday's contest against the Bengals is in question.
Kyle Wilber,OAK,LB,Hamstring,questionable,Wilber was held out of the previous game with a hamstring injury and his availability against the Bengals on Sunday is up in the air.
Maurice Hurst,OAK,DT,Ankle,questionable,Hurst Jr. sat out the previous game with an ankle injury and it is unknown if he will face the Bengals on Sunday.
Jon Feliciano,OAK,G,Calf,I-R,Feliciano has been placed on the injured reserve list due to a calf injury.
Jalen Richard,OAK,RB,Ribs,probable,Richared has injured ribs but is expected to play Sunday against the Bengals.
Donald Penn,OAK,T,Leg,I-R,Penn suffered a leg injury and is on the Injured Reserve/Designated for Return list. It is undetermined if he will be activated in time for Sunday's clash against the Bengals.
Gabe Jackson,OAK,G,Elbow,questionable,Jackson has an elbow injury and it is unclear if it will prevent him from lining up against the Bengals on Sunday.
Marshawn Lynch,OAK,RB,Groin,I-R,Lynch has landed on the injured reserve list and has had surgery to repair a groin injury.
Shilique Calhoun,OAK,LB,Neck,I-R,Calhoun has been placed on the injured reserve list due to a neck injury.
Reggie Nelson,OAK,S,Shoulder,I-R,Nelson has been designated for the injured reserve list due to a shoulder injury.
Martavis Bryant,OAK,WR,Knee,I-R,Bryant is on injured reserve with a knee injury.
Mike Nugent,OAK,K,Hip,I-R,Nugent has been placed on injured reserve due to a hip injury.
Ahtyba Rubin,OAK,DT,Bicep,I-R,Rubin is on the injured reserve list due to a torn biceps.
Garrett Sickels,LAR,LB,Undisclosed,I-R,Sickels has landed on the injured reserve list due to an unspecified injury.
Dominique Easley,LAR,LB,Knee,I-R,Easley has landed on injured reserve while recovering from surgery to repair a knee injury.
Mike Thomas,LAR,WR,Groin,I-R,Thomas has been placed on injured reserve with a groin injury.
Cooper Kupp,LAR,WR,Knee,I-R,Kupp tore the ACL in his left knee and is on injured reserve.
Rodger Saffold,LAR,G,Ankle,probable,Saffold departed the last game due to an ankle injury and it is expected he will be in the lineup against the Eagles on Sunday.
Ogbonnia Okoronkwo,LAR,LB,Foot,questionable,Okoronkwo has been activated from the active PUP list as he has recovered from a broken foot and it is unknown if he will return to the lineup for Sunday's contest against the Eagles.
Dominique Hatfield,LAR,CB,Ankle,I-R,Hatfield sustained a left ankle injury and is on the injured reserve list.
Malcolm Brown,LAR,RB,Collarbone,I-R,Brown is on injured reserve after having surgery to correct a broken collarbone.
John Sullivan,LAR,C,Concussion,questionable,Sullivan suffered a concussion and his status Sunday against the Eagles is unclear.
Morgan Fox,LAR,DE,Knee,I-R,Fox suffered a torn ACL and has been placed on injured reserve.
Kevin Peterson,LAR,CB,Knee,I-R,Peterson has been placed on the injured reserve list with a torn ACL.
De'Lance Turner,BAL,RB,Hamstring,I-R,Turner has landed on the injured reserve list with a hamstring injury.
Kaare Vedvik,BAL,P,Upper Body,I-R,Vedvik has landed on the Injured Reserve/Non-Football-Injury list with an upper-body ailment and will sit out the remainder of the season.
Willie Henry,BAL,DT,Back,I-R,Henry is on injured reserve due to a herniated disc in his back and will not return this season.
Marlon Humphrey,BAL,CB,Groin,questionable,Humphrey has a groin injury and it is unclear if he will play Sunday against the Buccaneers.
Tim Williams,BAL,LB,Ankle,probable,Williams has been absent from the lineup during the past five games due to an ankle injury and an illness. He is likely to return against the Buccaneers on Sunday.
Anthony Levine,BAL,DB,Ankle,questionable,Levine Sr. is dealing with an ankle injury and it is unknown if he will suit up against the Buccaneers on Sunday.
Joe Flacco,BAL,QB,Hip,probable,Flacco has sat out the previous four games with a right hip issue but is expected to be available against the Buccaneers on Sunday.
Tavon Young,BAL,CB,Groin,questionable,Young is battling a groin injury and it is uncertain if he will be available Sunday against the Buccaneers.
Quincy Adeboyejo,BAL,WR,Leg,I-R,Adeboyejo has been placed on the PUP list after having surgery to repair an upper-leg muscle and it is unclear if he will suit up against the Buccaneers on Sunday.
Alex Lewis,BAL,G,Shoulder,questionable,Lewis was held out of the previous game due to a shoulder injury and it is undetermined if he will be active Sunday against the Buccaneers.
Jordan Lasley,BAL,WR,Hamstring,probable,Lasley has missed the last five games due to a hamstring injury and it is unknown if he will return to action Sunday against the Buccaneers.
Bam Bradley,BAL,LB,Knee,I-R,Bradley has been placed on the PUP list as he heals from a torn ACL from the 2017 season. It is uncertain if he will play Sunday against the Buccaneers.
Tony Jefferson,BAL,S,Ankle,questionable,Jefferson missed his second-consecutive game due to a left ankle injury and it is uncertain if he will be in the lineup against the Buccaneers on Sunday.
Lamar Jackson,BAL,QB,Ankle,probable,Jackson left the last game due to an ankle injury but is likely to face the Buccaneers on Sunday.
Jaylen Hill,BAL,CB,Knee,I-R,Hill has landed on the PUP list while recovering from a torn ACL and MCL in his right knee.
Alex Collins,BAL,RB,Foot,I-R,Collins is on injured reserve due to a foot injury.
Greg Senat,BAL,T,Toe,I-R,Senat has been placed on injured reserve with turf toe.
Stanley Jean-Baptiste,BAL,CB,Forearm,I-R,Jean-Baptiste has been placed on the injured reserve list with a broken arm.
DeShon Elliott,BAL,S,Forearm,I-R,Elliott has been placed on injured reserve with a broken forearm and is expected to sit out the entire 2018 season.
Jaleel Scott,BAL,WR,Hamstring,I-R,Scott has landed on injured reserve due to a substantial hamstring injury.
Artavis Scott,LAC,WR,Ankle,I-R,Scott has been placed on injured reserve due to an ankle injury.
Corey Liuget,LAC,DT,Knee,I-R,Liuget is on the injured reserve list after tearing a quadriceps tendon.
Denzel Perryman,LAC,LB,Knee,I-R,Perryman is on injured reserve with an injury to the LCL in his left knee and an injured hamstring as well.
Kyzir White,LAC,LB,Knee,I-R,White has been placed on injured reserve with a knee injury.
Melvin Gordon,LAC,RB,Knee,doubtful,Gordon III has been held out of the previous two games with a Grade 2 MCL sprain in his right knee and is unlikely to suit up for Thursday's matchup against the Chiefs.
Trevor Williams,LAC,CB,Knee,I-R,Williams has been designated for the injured reserve list due to a knee injury.
Brandon Mebane,LAC,NT,Personal,doubtful,Mebane has sat out the past three games due to a personal matter and it is unlikely he will return Thursday against the Chiefs.
Sean Culkin,LAC,TE,Back,out,Culkin was absent from the lineup during the previous game with a back injury and will not be active Thursday against the Chiefs.
Austin Ekeler,LAC,RB,Stinger,out,Ekeler left the previous game due to a stinger and is also going through the league-mandated concussion protocol. He will not be cleared in time for Thursday's clash against the Chiefs.
Hunter Henry,LAC,TE,Knee,I-R,Henry suffered a torn ACL in his right knee and is on the PUP list and it is unknown if he will return during the latter part of December.
Chris Landrum,LAC,DE,Hip,out,Landrum has been sidelined with a hip injury and it is unclear when he will return to game action.
Jaylen Watkins,LAC,DB,Knee,I-R,Watkins has been designated for injured reserve due to a torn ACL.
Austin Roberts,LAC,TE,Knee,I-R,Roberts suffered a torn ACL and is on the injured reserve list.
Jason Verrett,LAC,CB,Achilles,I-R,Verrett has landed on the injured reserve list due to a torn Achilles.
Amara Darboh,SEA,WR,Knee,I-R,Darboh has been placed on injured reserve due after having knee surgery.
Emmanuel Beal,SEA,LB,Undisclosed,I-R,Beal has been placed on the injured reserve list due to an unspecified ailment.
Ricky Ali'ifua,SEA,DE,Concussion,I-R,Ali'ifua is on injured reserve with a concussion.
Jamarco Jones,SEA,T,Ankle,I-R,Jones had surgery to repair a high-ankle sprain and is on the injured reserve list.
Kam Chancellor,SEA,S,Neck,I-R,Chancellor has been designated for the PUP list due to a severe neck injury he suffered last season and has not been cleared to play by team doctors. He is expected to miss the entire 2018 season.
Will Dissly,SEA,TE,Knee,I-R,Dissly has been placed on injured reserve with a torn patella in his knee.
Earl Thomas,SEA,S,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
